TrueY,PredY
0,0.094561465
1,0.9975084
0,0.8579909
1,0.9981266
0,0.22060235
1,0.9322543
0,0.0121034505
1,0.99818563
0,0.2438813
0,0.0017063885
0,0.0005312102
0,0.05773828
1,0.9995829
0,0.47101465
1,0.9996745
0,0.43862015
0,0.09980591
1,0.9442855
0,0.030492028
0,0.005334656
1,0.9911703
0,0.0010594559
1,0.20910463
1,0.9960359
1,0.99969274
0,0.99216235
0,0.0030805855
0,0.24652345
0,0.070611075
0,0.9243973
0,0.79953575
0,0.017994568
0,0.8344509
1,0.9997239
1,0.9996103
1,0.99416524
0,0.020734312
0,0.00976325
0,0.011135515
0,0.32627952
1,0.78896695
0,0.014430346
0,0.12172346
1,0.99775517
0,0.098498814
0,0.8934903
1,0.7946161
1,0.99169743
1,0.9984635
1,0.60479486
0,0.121145725
0,0.013304589
0,0.8384923
0,0.06628983
1,0.99976265
1,0.99873245
1,0.9750024
1,0.9999409
1,0.99882317
0,0.0017036094
1,0.99678594
1,0.99324787
0,0.9619193
1,0.34785983
1,0.37719935
0,0.001182553
1,0.44301358
0,0.0017399548
1,0.25796923
0,0.007628376
1,0.9113822
1,0.9884534
1,0.9990028
1,0.6840449
0,0.001298929
1,0.4991363
1,0.8673568
1,0.9999035
1,0.0144594805
0,0.9994351
0,0.025209328
0,0.35983896
0,0.9682519
1,0.99874294
1,0.9917515
0,0.04842471
1,0.034481812
1,0.9995221
0,0.3719707
0,0.04949526
0,0.99705
0,0.026778903
1,0.99835694
0,0.48091334
1,0.99658144
0,0.057438362
1,0.996915
0,0.0011054396
1,0.993595
0,0.029219206
1,0.99960935
0,0.64654803
1,0.9996703
0,0.26639
1,0.9974043
1,0.8370026
0,0.08805983
0,0.025375668
1,0.96167773
0,0.8934034
1,0.99078083
1,0.9640113
0,0.5555476
1,0.14324649
1,0.62711906
1,0.9983433
1,0.30574068
0,0.08651054
0,0.5937747
0,0.52997696
0,0.0003714459
0,0.0006304295
0,0.002508257
1,0.9986464
0,0.009894794
0,0.0011694625
1,0.9962187
1,0.9960739
1,0.99990255
0,0.024974555
1,0.99646866
0,0.13276497
0,0.21547404
1,0.996511
0,0.26610005
1,0.99904716
0,0.00495642
1,0.9995074
0,0.675165
1,0.98737335
0,0.0020778063
1,0.9711145
0,0.0120309405
0,0.025688779
0,0.008428446
1,0.99931324
1,0.9989662
1,0.9993323
0,0.004070509
0,0.6734035
0,0.32831106
0,0.019732717
0,0.036655128
0,0.0002743409
0,0.01748459
1,0.9995979
0,0.00985142
0,0.0033904049
1,0.9960393
1,0.9996707
0,0.4169301
0,0.38448402
1,0.9994036
0,0.012184191
1,0.7035173
1,0.6741877
1,0.99929535
1,0.999208
0,0.099338785
0,0.05358515
0,0.1546534
1,0.933266
0,0.14514063
1,0.16260235
1,0.35941994
0,0.07980223
0,0.22092438
1,0.9988392
1,0.99819565
1,0.9999629
1,0.99355775
0,0.28249556
1,0.99789107
0,0.9680158
0,0.0027478547
0,0.0012167443
0,0.83063376
1,0.99789906
0,0.11166755
1,0.6938273
